,9,,2.0,,2.0,,1.0,,0.0,,1.0,,0.0,,1.0,,0.0,,0.01121678575873375,,0.6629299521446228,,0.9944334626197815,,0.503416895866394,,0.8079278469085693,,0.6308687925338745,,0.6983792781829834,,0.17001983523368835,,0.21460536122322083,,0.18468943238258362,,0.17461584508419037,,,0.21090246737003326,,38.388851165771484,,38.509727478027344,,101.52362060546875,,110.42616271972656,,111.70014953613281,,111.40721130371094,,109.18931579589844,,170.9385528564453,,180.74124145507812,,93.56283569335938,,250.47189331054688,,250.64064025878906,,247.3802032470703,,190.73104858398438,,149.69735717773438,,148.39419555664062,,157.89614868164062,,299.44854736328125,,299.5339050292969,,293.5889892578125,,317.20367431640625,,250.8316192626953,,250.6835174560547,,409.3551025390625,,479.84130859375,,476.95263671875,,462.5051574707031,,517.2613525390625,58.601173400878906,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,10,,2.0,,1.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.01628061570227146,,0.5950450301170349,,0.99479740858078,,0.5076314210891724,,0.3564949333667755,,0.5316440463066101,,0.15722084045410156,,0.04839947447180748,,0.04726406931877136,,0.04464519023895264,,0.162883922457695,,,0.2045852094888687,,105.81990051269531,,106.11934661865234,,110.62360382080078,,108.96473693847656,,107.43611145019531,,109.09945678710938,,111.18618774414062,,198.92889404296875,,196.41583251953125,,120.0387954711914,,199.98553466796875,,196.086669921875,,194.14773559570312,,116.1175537109375,,216.1564178466797,,193.48016357421875,,240.85848999023438,,195.35107421875,,199.86842346191406,,196.9186248779297,,225.30174255371094,,428.29949951171875,,385.2628173828125,,487.548828125,,383.8860778808594,,388.9620361328125,,381.51568603515625,,450.7102966308594,49.694339752197266,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,11,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,,0.0,,0.015858540311455727,,0.5684372186660767,,0.9951052665710449,,0.5124750733375549,,0.7535203695297241,,1.4054896831512451,,0.869440495967865,,0.8753300309181213,,0.8584721684455872,,0.6188069581985474,,1.2510827779769897,,,0.1999213546514511,,107.44034576416016,,115.10224914550781,,114.09014892578125,,114.61824035644531,,114.43817138671875,,114.04137420654297,,116.22309112548828,,107.42694091796875,,106.00849151611328,,109.8518295288086,,108.61619567871094,,108.77167510986328,,103.9364242553711,,155.19076538085938,,134.42431640625,,214.70675659179688,,212.5496826171875,,205.28721618652344,,216.780517578125,,214.17776489257812,,66.4215316772461,,376.27557373046875,,450.30133056640625,,431.7974853515625,,429.27801513671875,,450.3041076660156,,441.38970947265625,,197.76483154296875,70.39411926269531,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,12,,2.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.019934173673391342,,0.5513028502464294,,0.9999375343322754,,0.504902720451355,,0.9771019816398621,,1.3748241662979126,,1.1323477029800415,,0.8160215616226196,,0.7739601731300354,,1.0117785930633545,,1.1688998937606812,,,0.2157275378704071,,117.63385772705078,,112.17152404785156,,107.59259796142578,,97.0384521484375,,105.08258819580078,,107.71827697753906,,38.800628662109375,,76.82971954345703,,75.73306274414062,,70.52430725097656,,164.2537384033203,,173.0785369873047,,73.95691680908203,,194.18174743652344,,187.13308715820312,,204.68045043945312,,198.86582946777344,,270.5028076171875,,271.5924377441406,,197.07952880859375,,180.9783935546875,,414.04913330078125,,452.31097412109375,,418.6007080078125,,445.9849853515625,,445.1391906738281,,423.03253173828125,,273.54669189453125,75.0134506225586,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,13,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.02972393110394478,,0.594145655632019,,1.0,,0.5116515755653381,,0.9660540223121643,,1.2661657333374023,,1.217445969581604,,1.2090325355529785,,1.154647707939148,,1.309950351715088,,1.0992368459701538,,,0.21350452303886414,,98.56624603271484,,42.706417083740234,,35.74555587768555,,48.79862976074219,,36.27297592163086,,36.82072830200195,,114.82217407226562,,202.67626953125,,138.03636169433594,,170.9603729248047,,150.73934936523438,,181.18289184570312,,182.96702575683594,,139.1967315673828,,208.055908203125,,263.19464111328125,,257.32196044921875,,259.381103515625,,265.43145751953125,,269.18280029296875,,321.07965087890625,,374.47735595703125,,417.106201171875,,344.18206787109375,,399.549072265625,,353.29345703125,,355.3985595703125,,537.9296875,82.64678192138672,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,14,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,0.006608331575989723,,0.4568380117416382,,0.9999918341636658,,0.533786416053772,,3.8697032928466797,,3.985733985900879,,4.352227210998535,,4.479872703552246,,4.629514694213867,,4.799074649810791,,2.5228002071380615,,,0.20611681044101715,,56.999298095703125,,97.60265350341797,,116.38616943359375,,102.98155212402344,,25.768165588378906,,97.23062133789062,,98.41415405273438,,197.19229125976562,,105.93724822998047,,193.68109130859375,,197.81883239746094,,76.13790893554688,,91.17610168457031,,158.93231201171875,,103.33396911621094,,101.98027038574219,,122.45821380615234,,113.1976547241211,,124.6759262084961,,129.960205078125,,161.4111785888672,,93.501953125,,274.17999267578125,,195.61099243164062,,183.7174072265625,,192.17999267578125,,314.917724609375,,332.95843505859375,170.33721923828125,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,15,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,0.006186176557093859,,0.37923336029052734,,1.0,,0.5095215439796448,,3.3571650981903076,,3.9682705402374268,,4.345998287200928,,4.8404541015625,,4.511359691619873,,4.72014856338501,,3.128931760787964,,,0.20598970353603363,,74.0634536743164,,107.88597869873047,,48.333168029785156,,35.561031341552734,,33.159385681152344,,106.55252838134766,,116.83150482177734,,181.52391052246094,,170.85792541503906,,196.72866821289062,,211.4127655029297,,216.0421142578125,,205.15985107421875,,218.26046752929688,,120.42833709716797,,43.759742736816406,,133.96478271484375,,131.8625030517578,,246.37908935546875,,224.4430694580078,,242.792236328125,,160.35215759277344,,169.69869995117188,,192.57000732421875,,177.08355712890625,,276.716064453125,,291.8636474609375,,272.01568603515625,175.11410522460938,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,16,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,0.004901432897895575,,0.44794049859046936,,0.9997466802597046,,0.5335021615028381,,2.8794937133789062,,4.011497497558594,,3.7334933280944824,,3.7249035835266113,,3.9928789138793945,,4.981382369995117,,3.0049080848693848,,,0.18814221024513245,,62.96546173095703,,53.02593994140625,,66.57548522949219,,69.55592346191406,,68.41828918457031,,25.363140106201172,,101.38409423828125,,347.7621154785156,,212.08627319335938,,295.36968994140625,,315.381591796875,,325.0561218261719,,165.29379272460938,,165.77288818359375,,294.4224853515625,,220.22743225097656,,248.70416259765625,,246.08168029785156,,249.8619842529297,,129.86331176757812,,154.5213623046875,,334.41851806640625,,300.44708251953125,,221.13404846191406,,199.43185424804688,,201.76971435546875,,94.43283081054688,,342.4395751953125,168.58258056640625,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,17,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,0.013904748484492302,,0.4207061529159546,,1.0,,0.5275992155075073,,2.9640188217163086,,4.451596260070801,,4.864393711090088,,4.821903228759766,,4.855136871337891,,5.320825576782227,,2.66599440574646,,,0.18180520832538605,,82.0272445678711,,46.98004913330078,,46.81643295288086,,44.927738189697266,,46.18971633911133,,88.15983581542969,,115.59943389892578,,280.2522888183594,,117.7688980102539,,115.69445037841797,,115.2308349609375,,109.67485809326172,,189.99856567382812,,191.6611328125,,208.00717163085938,,134.98599243164062,,125.58383178710938,,119.37017822265625,,136.64369201660156,,52.39019775390625,,105.96432495117188,,308.36328125,,229.67587280273438,,221.17274475097656,,219.3459014892578,,236.2062225341797,,181.4544677734375,,265.2489013671875,178.6016082763672,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,18,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,0.01406892854720354,,0.4161733090877533,,1.0,,0.5275639295578003,,3.5352530479431152,,4.7236833572387695,,5.178317546844482,,5.2648725509643555,,5.609028339385986,,6.284464359283447,,6.979183197021484,,,0.18827380239963531,,73.67149353027344,,101.21465301513672,,96.7334213256836,,109.93061065673828,,97.85005187988281,,89.46049499511719,,26.35598373413086,,221.7398681640625,,193.5079345703125,,187.65028381347656,,224.71694946289062,,194.31478881835938,,173.90516662597656,,214.4967041015625,,135.77503967285156,,99.15731048583984,,111.66730499267578,,136.98886108398438,,88.63387298583984,,126.9841079711914,,162.51206970214844,,125.29212951660156,,117.52294158935547,,117.5217514038086,,152.95675659179688,,135.7477264404297,,99.88817596435547,,123.87310791015625,211.75535583496094,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,19,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,0.011768480762839317,,0.47313565015792847,,1.0,,0.5410590171813965,,0.5034102201461792,,1.5658777952194214,,1.7432992458343506,,2.5675337314605713,,2.970782518386841,,2.5412304401397705,,1.6680998802185059,,,0.19378119707107544,,103.20295715332031,,102.27815246582031,,106.48289489746094,,109.44837951660156,,112.07859802246094,,115.47966003417969,,118.091552734375,,200.86843872070312,,210.320556640625,,211.63125610351562,,221.715576171875,,216.32476806640625,,214.50730895996094,,216.39218139648438,,113.2806396484375,,111.99169921875,,123.85237884521484,,105.8756332397461,,108.50819396972656,,113.65081787109375,,117.05474853515625,,170.50027465820312,,192.67295837402344,,182.6421356201172,,191.96151733398438,,226.64321899414062,,222.13555908203125,,168.9171905517578,97.26148986816406,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,20,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,,0.0,,0.012459217570722103,,0.4794802963733673,,0.9997169971466064,,0.5184160470962524,,1.7150787115097046,,1.8254992961883545,,1.460857629776001,,1.5996243953704834,,1.821088433265686,,1.4659008979797363,,1.77290678024292,,,0.20585760474205017,,110.75194549560547,,115.19732666015625,,116.69934844970703,,115.6476058959961,,117.94427490234375,,119.8338394165039,,119.64216613769531,,224.78187561035156,,229.80642700195312,,231.80389404296875,,227.86996459960938,,237.43374633789062,,234.05755615234375,,233.53079223632812,,208.69622802734375,,207.34271240234375,,190.91061401367188,,167.77249145507812,,163.18661499023438,,173.89080810546875,,148.766357421875,,356.2342529296875,,378.3209228515625,,363.84747314453125,,314.01446533203125,,321.65692138671875,,324.091064453125,,298.84912109375,99.53419494628906,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,21,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,,0.0,,0.007446293719112873,,0.499222993850708,,0.9991569519042969,,0.5100725889205933,,1.0421041250228882,,1.123587965965271,,0.7847044467926025,,1.0309813022613525,,1.3772019147872925,,1.1852059364318848,,0.5563027262687683,,,0.2061285525560379,,113.61209106445312,,123.85079956054688,,122.9573974609375,,120.37812042236328,,120.14756774902344,,120.94770812988281,,123.23616027832031,,251.92453002929688,,260.22802734375,,256.5843505859375,,248.7365264892578,,258.6857604980469,,256.697509765625,,256.34857177734375,,190.57266235351562,,224.07693481445312,,217.78639221191406,,234.123046875,,233.3739776611328,,226.31427001953125,,257.00592041015625,,267.46502685546875,,384.61956787109375,,367.6588134765625,,390.16485595703125,,399.0584716796875,,377.5884094238281,,397.36688232421875,81.0210952758789,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,22,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,,0.0,,0.004259936511516571,,0.48502734303474426,,0.999896228313446,,0.507415771484375,,1.1363807916641235,,1.1828322410583496,,1.2033262252807617,,1.0040055513381958,,1.232499361038208,,1.1189916133880615,,1.7672944068908691,,,0.22825291752815247,,122.38069915771484,,121.16706848144531,,120.9144287109375,,119.9888916015625,,121.34557342529297,,120.89703369140625,,119.73664855957031,,247.29074096679688,,253.3029327392578,,252.76304626464844,,248.29129028320312,,252.91400146484375,,262.51263427734375,,253.46456909179688,,217.2232666015625,,221.2685089111328,,218.19046020507812,,193.28244018554688,,192.10665893554688,,178.18624877929688,,182.61917114257812,,286.18438720703125,,336.76641845703125,,337.3844909667969,,315.7664794921875,,333.3854675292969,,302.7603759765625,,281.62445068359375,84.50188446044922,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,23,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.0052426946349442005,,0.5211853384971619,,0.9996502995491028,,0.4939679205417633,,1.0762580633163452,,1.055511236190796,,0.8437682390213013,,0.9722049832344055,,1.0121595859527588,,1.1428399085998535,,1.613502860069275,,,0.2019229233264923,,126.43673706054688,,126.20586395263672,,127.447509765625,,50.84236145019531,,51.93852996826172,,50.78807067871094,,128.1200408935547,,378.641845703125,,383.64959716796875,,382.23236083984375,,139.32420349121094,,140.6292724609375,,133.020751953125,,258.3672790527344,,139.68994140625,,144.92098999023438,,156.15982055664062,,235.91831970214844,,236.88604736328125,,234.78759765625,,283.4688720703125,,199.25283813476562,,205.91900634765625,,193.33709716796875,,414.2841491699219,,419.9258117675781,,413.5138854980469,,389.49737548828125,80.7309341430664,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
,24,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,1.0,,0.0,,0.016604788601398468,,0.5534197092056274,,0.9995812177658081,,0.5044940114021301,,0.5758159756660461,,0.7688629031181335,,0.6327117085456848,,0.6308169960975647,,0.670587420463562,,0.6281591653823853,,1.4763445854187012,,,0.18765105307102203,,118.453857421875,,118.58425903320312,,121.30718994140625,,124.17060089111328,,123.01361083984375,,120.51173400878906,,121.03875732421875,,276.4992980957031,,268.1540222167969,,265.04962158203125,,268.01824951171875,,258.4603271484375,,263.85455322265625,,264.80535888671875,,192.450927734375,,209.69683837890625,,212.840087890625,,210.2133331298828,,208.1881866455078,,210.67086791992188,,220.2914276123047,,315.58917236328125,,348.32330322265625,,335.5505676269531,,298.7744140625,,307.0122375488281,,280.5990295410156,,248.88389587402344,68.56423950195312,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
